Extraction Date,Extraction Hour,Publication Date,Publication Hour,Title,Author,Location,Num Comments,Photo Author,Photo Text,Sectiom,Subsection
11-04-2019,11,11-04-2019,2,Estrasburgo da otro baln de oxgeno a los vientres de alquiler,Silvia Ayuso,Pars,18,NA,NA,Sociedad,Sociedad
11-04-2019,11,11-04-2019,1,Dos ONG denuncian los obstculos que Madrid pone a las inmigrantes para abortar,Pilar lvarez,Madrid,8,NA,NA,Sociedad,Sociedad
11-04-2019,11,11-04-2019,1,Alondra de la Parra la imparable atraccin de las batutas latinas,Jess Ruiz Mantilla,Madrid,NA,I. Flores,De la Parra en el Auditorio Nacional de Msica.,Cultura,Cultura
11-04-2019,11,11-04-2019,5,El Mies van der Rohe corona la arquitectura transformadora de Lacaton & Vassal,Anatxu Zabalbeascoa,Madrid,1,NA,NA,Cultura,Cultura
11-04-2019,11,11-04-2019,0,Astrix y Oblix se enfrentarn a toda una crisis de adolescente,Silvia Ayuso,Pars,3,NA,NA,Cultura,Cultura
11-04-2019,11,11-04-2019,5,Cuando el perro es la estrella de la serie,Irene Crespo,Cannes,NA,NA,NA,Cultura,Cultura
11-04-2019,11,11-04-2019,3,As han cambiado los personajes de Juego de tronos en ocho temporadas,Eneko Ruiz Jimnez,Madrid,2,NA,NA,Cultura,Cultura
11-04-2019,11,11-04-2019,3,Aprender de sexo leyendo novelas clsicas por Amos Oz,Amos Oz,NA,NA,NA,NA,Cultura,Cultura
11-04-2019,11,11-04-2019,1,El Barcelona saca ventaja frente al Manchester United en la Champions League (0-1),Ramon Besa,Mnchester,38,REUTERS,Surez marca el gol del Bara.,Deportes,Deportes
11-04-2019,11,11-04-2019,1,Cristiano saca a la Juventus del atolladero,Diego Torres,NA,5,NA,NA,Deportes,Deportes
11-04-2019,11,11-04-2019,1,El podio de la igualdad: las mujeres de espaldas,Carlos Arribas,Madrid,39,NA,NA,Deportes,Deportes
11-04-2019,11,11-04-2019,1,McIlroy quiere sentarse a la mesa de Tiger,Juan Morenilla,Augusta,1,NA,NA,Deportes,Deportes
11-04-2019,11,11-04-2019,3,Magic Johnson dimite como presidente de los Lakers tras una temporada desastrosa,Pablo Ximnez de Sandoval,Los ngeles,NA,NA,NA,Deportes,Deportes
11-04-2019,11,10-04-2019,21,El hijo de Ronaldinho escondi su identidad en una prueba,NA,NA,NA,NA,NA,Deportes,Deportes
11-04-2019,11,11-04-2019,4,Vetada La Caperucita Roja: una escuela de Barcelona retira 200 cuentos por sexistas,Ivanna Vallespn,Barcelona,773,NA,NA,ESPAA,ESPAA
11-04-2019,11,11-04-2019,0,Un juez decide que se investigue como violencia de gnero el suicidio asistido de la espaola Carrasco,Emilio de Benito,NA,1726,NA,NA,ESPAA,ESPAA
11-04-2019,11,11-04-2019,1,Un contraespionaje de todo a cien,Pablo Ordaz,Madrid,149,NA,NA,ESPAA,ESPAA
11-04-2019,11,10-04-2019,16,Esto cuesta contratar todos los servicios de series y pelculas en Mxico,Darinka Rodrguez,NA,NA,NA,NA,Verne,Verne
11-04-2019,11,10-04-2019,19,De dnde viene el trmino guiri? La palabra que naci en las guerras carlistas,Lola Pons Rodrguez,NA,46,NA,NA,Verne,Verne
11-04-2019,11,10-04-2019,16,Tazos hielocos y pepsilindros: as se recuerdan los 90 en Mxico,NA,NA,NA,NA,NA,Verne,Verne
11-04-2019,11,10-04-2019,19,Las empresas tecnolgicas riegan San Francisco de millonarios,Susana Mendoza Gonzlez,San Francisco,4,DANIEL SLIM afp,El Pier 39 de San Francisco.,Ciencia y Tecnologa,Ciencia y Tecnologa
11-04-2019,11,11-04-2019,0,La heredera de la familia Disney que se avergenza de su fortuna,Maite Nieto,Madrid,1,Getty,Abigail Disney en Nueva York.,Estilo y Vida,Estilo y Vida
11-04-2019,11,11-04-2019,0,El prncipe de Malasia se casa con una niera sueca,NA,NA,NA,NA,NA,Estilo y Vida,Estilo y Vida
11-04-2019,11,11-04-2019,0,Julio Iglesias habla de su retirada y del paso del tiempo,NA,NA,NA,NA,NA,Estilo y Vida,Estilo y Vida
11-04-2019,11,11-04-2019,0,Meghan Markle quiere un parto natural en casa y no posar con su beb,NA,NA,NA,NA,NA,Estilo y Vida,Estilo y Vida
11-04-2019,11,10-04-2019,22,El plato con el que ya no podemos ms,Mikel Lpez Iturriaga,NA,44,NA,NA,Estilo y Vida,Estilo y Vida
11-04-2019,11,10-04-2019,17,Tres tipos de apego familiar que te convierten en un buen compaero o un problema,Vernica Palomo,NA,1,NA,NA,Estilo y Vida,Estilo y Vida
11-04-2019,11,11-04-2019,3,Una familia canadiense vuelve de vacaciones en Florida con el cuerpo del padre en el asiento trasero del coche,Jaime Porras Ferreyra,Montreal,26,NA,NA,UN PAS DE BLOGS,UN PAS DE BLOGS
11-04-2019,11,10-04-2019,21,Cuatro abejas vivan en el ojo de una mujer taiwanesa,NA,NA,NA,NA,NA,UN PAS DE BLOGS,UN PAS DE BLOGS
11-04-2019,11,10-04-2019,22,Apps y webs para organizar a ltima hora las vacaciones de Semana Santa,Isidoro Merino,NA,NA,NA,NA,UN PAS DE BLOGS,UN PAS DE BLOGS
11-04-2019,11,10-04-2019,23,Salir a pescar y encontrarse con un enorme tiburn de 230 kilos,NA,NA,NA,NA,NA,VDEOS Y FOTOS,VDEOS Y FOTOS
11-04-2019,11,11-04-2019,3,Una seleccin de las mejores fotografas de la jornada,NA,NA,NA,NA,NA,VDEOS Y FOTOS,VDEOS Y FOTOS
11-04-2019,11,11-04-2019,0,Manuel Vicent premio de periodismo del Club Internacional de Prensa,NA,NA,NA,NA,NA,DESDE EL PAS,DESDE EL PAS
11-04-2019,11,11-04-2019,3,El comandante se queda?,Carlos Dada,NA,73,NA,NA,DESDE EL PAS,DESDE EL PAS
11-04-2019,11,11-02-2019,17,Abierto el plazo de inscripcin al Mster de Periodismo 2019-2021,NA,NA,NA,NA,NA,DESDE EL PAS,DESDE EL PAS
11-04-2019,11,10-04-2019,16,Tu propio coche elctrico con tutoriales de Youtube,NA,NA,NA,NA,NA,ONE,ONE
11-04-2019,11,08-04-2019,16,En la lite de las carreras de drones,NA,NA,NA,NA,NA,ONE,ONE
11-04-2019,11,10-04-2019,22,Miguel Ceballos: El fiscal no hizo nada negativo tan solo busc la proteccin del presidente,NA,NA,NA,NA,Miguel Ceballos el alto comisionado para la Paz.,Entrevista W,Entrevista W
11-04-2019,11,10-04-2019,15,Un nuevo dragn emerge: Cmo potenciar a las empresas de Amrica Latina?,Leandro Hernndez,Buenos Aires,3,NA,NA,TERMMETRO ECONMICO Y SOCIAL DE AMRICA,TERMMETRO ECONMICO Y SOCIAL DE AMRICA
11-04-2019,11,09-04-2019,17,New poll predicts Socialist Party victory at Spanish elections,Natalia Junquera,Madrid,2,NA,NA,EL PAS IN ENGLISH,EL PAS IN ENGLISH
11-04-2019,11,09-04-2019,17,Vandals desecrate graves in Spains only German military cemetery,Manuel Viejo,Madrid,NA,NA,NA,EL PAS IN ENGLISH,EL PAS IN ENGLISH
11-04-2019,11,09-04-2019,17,Uber launches new electric scooter rental service in Madrid,Ramn Muoz,Madrid,NA,NA,NA,EL PAS IN ENGLISH,EL PAS IN ENGLISH
11-04-2019,11,10-04-2019,8,Los hijos del hospital,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,10-04-2019,15,Diario sentimental de Lanzarote,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,08-04-2019,18,22 escapadas espaolas muy tentadoras para Semana Santa,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,08-04-2019,18,Cinco libros de la semana,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,10-04-2019,15,La publicidad hace examen de conciencia sobre el sexismo,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,10-04-2019,15,'Bruschetta' de alcachofas confitadas,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,09-04-2019,15,Barn Rojo: jams un grupo heavy espaol tan grande jams un final tan triste,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,09-04-2019,15,11 'hacks' asombrosos de clientes de Ikea para personalizar la estantera Billy,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,10-04-2019,15,Este rodillo con agujas es la ltima obsesin esttica para cuidar la piel,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,10-04-2019,15,"Un informe secreto de la industria da la razn a quienes compran embutidos ""sin nitritos""",NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,10-04-2019,15,Ms deducciones por alquiler en esta campaa de la Renta,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,10-04-2019,15,El da que Pablo Motos estuvo a punto de morir en directo: Estuvimos un mes teniendo pesadillas,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,10-04-2019,15,Mata tiene dos clubes de la Premier 'vetados' para su futuro,NA,NA,NA,NA,NA,NA,Planeta Futuro
11-04-2019,11,10-04-2019,15,Primer teaser del esperado nuevo juego de Star Wars: Jedi Fallen Order,NA,NA,NA,NA,NA,NA,Planeta Futuro12-04-2019
12-04-2019,6,12-04-2019,4,La designación de un general al frente de la Guardia Nacional evidencia el poder del Ejército en México,Pablo Ferri,México,14,NA,NA,NA,
12-04-2019,6,12-04-2019,1,Un exasesor de Obama primer demócrata acusado en un caso relacionado con la trama rusa,Pablo Guimón,Washington,4,NA,NA,NA,
12-04-2019,6,12-04-2019,4,Las 10 horas de negociación en las que se fraguó la prórroga del Brexit,Bernardo de Miguel,Bruselas,25,NA,NA,NA,
12-04-2019,6,12-04-2019,3,Ennio Morricone: “No sé cómo será el más allá. Esperemos que esté bien”,Tommaso Koch,Madrid,23,Getty,Ennio Morricone en Milán.,Destacados,
12-04-2019,6,12-04-2019,1,“Queremos invertir en México pero nos tienen que dar garantías”,Pablo Ximénez de Sandoval,Los Ángeles,3,P. X. S.,Mesa del Foro Consultivo de Los Ángeles.,Destacados,
12-04-2019,6,12-04-2019,7,Banco Santander lanza una opa sobre el 25% de su filial en México por 2.562 millones,NA,NA,NA,NA,Ana Botín el pasado 4 de abril.,Destacados,
12-04-2019,6,12-04-2019,1,¿Quién es Hernán Cortés?,Javier Lafuente,México,4,H. Guerrero,Óscar Jaenada en Ciudad de México.,Destacados,
12-04-2019,6,11-04-2019,20,Un conflicto minero pone a prueba al Gobierno peruano,Jacqueline Fowks,Lima,1,REUTERS,Del Solar con un líder comunitario.,Destacados,
12-04-2019,6,11-04-2019,21,La fiscalía acusa a Michael Avenatti de decenas de delitos financieros que podrían llevarle a prisión,P. X.S.,Los Ángeles,4,REUTERS,Avenatti en un juzgado de Nueva York.,Destacados,
12-04-2019,6,11-04-2019,22,La imagen de una niña en la frontera de Texas gana el World Press Photo,Isabel Ferrer,La Haya,18,NA,'Niña llorando en la frontera' de John Moore.,Destacados,
12-04-2019,6,12-04-2019,2,Lee Elder la historia del primer golfista negro que jugó el Masters,Juan Morenilla,Augusta,2,GETTY,Lee Elder en el Masters de 1975.,Destacados,
12-04-2019,6,11-04-2019,14,La revista ‘5W’ ‘El Pitazo’ Vincent West y Darío Arizmendi ganadores de los premios Ortega y Gasset,NA,NA,NA,V. W,Manifestación en Bilbao el 8 de marzo de 2018.,Destacados,
12-04-2019,6,12-04-2019,1,Elliott Abrams: “Maduro debe dejar el poder y marcharse de Venezuela”,Elvira Palomo,Madrid,18,REUTERS,Abrams en la Embajada de EE UU en Madrid.,Destacados,
12-04-2019,6,12-04-2019,3,Mediocre acuerdo,NA,NA,NA,NA,NA,opinión,opinión
12-04-2019,6,12-04-2019,3,El curioso destino del ‘rey de la carne’,Ernesto Tenembaum,NA,8,NA,NA,opinión,opinión
12-04-2019,6,12-04-2019,0,Las migraciones centroamericanas,Francisco Martín Moreno,NA,4,NA,NA,opinión,opinión
12-04-2019,6,12-04-2019,3,Cien días bajo el dominio de los perversos,Eliane Brum,NA,3,NA,NA,opinión,opinión
12-04-2019,6,12-04-2019,2,Libia no es segura para los migrantes,Ramón Lobo,NA,NA,NA,NA,opinión,opinión
12-04-2019,6,12-04-2019,0,Venezuela y la transición: un destino incierto,Michael Penfold,NA,82,Héctor Guerrero,Caracas durante un apagón de luz.,AMÉRICAS,AMÉRICAS
12-04-2019,6,12-04-2019,2,El papa Francisco devuelve a Roma a la voz incómoda de la Iglesia de Nicaragua,C. S. Maldonado,México,41,NA,NA,AMÉRICAS,AMÉRICAS
12-04-2019,6,12-04-2019,2,La termoeléctrica de Morelos tensa el homenaje de López Obrador a Zapata,Jon Martín Cullell,México,2,NA,NA,AMÉRICAS,AMÉRICAS
12-04-2019,6,12-04-2019,0,Una nueva caravana migrante parte de Honduras hacia EE UU,C. S. Maldonado / Agencias,México,110,NA,NA,AMÉRICAS,AMÉRICAS
12-04-2019,6,11-04-2019,22,Pence llama a la ONU a reconocer a Guaidó como presidente de Venezuela,Sandro Pozzi,Nueva York,117,NA,NA,AMÉRICAS,AMÉRICAS
12-04-2019,6,12-04-2019,3,Detenido el expresidente de Perú Kuczynski por el ‘caso Odebrecht’,Jacqueline Fowks,Lima,28,NA,NA,AMÉRICAS,AMÉRICAS
12-04-2019,6,11-04-2019,15,El Ejército dice que ha tomado el poder en Sudán y detenido al presidente Bashir,José Naranjo,NA,13,EFE,Protestas contra Omar al-Bashir en Jartum.,INTERNACIONAL,INTERNACIONAL
12-04-2019,6,11-04-2019,22,La vieja izquierda israelí naufraga en las urnas,Juan Carlos Sanz,Jerusalén,7,NA,NA,INTERNACIONAL,INTERNACIONAL
12-04-2019,6,11-04-2019,16,India inicia un maratón electoral para decidir si reelige al nacionalista Narendra Modi,Ángel Martínez,Nueva Delhi,3,NA,NA,INTERNACIONAL,INTERNACIONAL
12-04-2019,6,12-04-2019,3,Un día en el hospital español desplegado en Mozambique,Laura Losada,Dondo (Mozambique),5,NA,NA,INTERNACIONAL,INTERNACIONAL
12-04-2019,6,05-04-2019,5,La nueva campaña de EL PAÍS: ¿Y tú qué piensas?,NA,NA,NA,CARLOS ROSILLO,Campaña de EL PAÍS: ¿Y tu qué piensas?,¿Y tú qué piensas?,UN ESPACIO COMÚN PARA COMPRENDER EL MUNDO
12-04-2019,6,12-04-2019,0,Uber revela sus secretos y ambiciones a Wall Street,Sandro Pozzi,Nueva York,NA,Eric Risberg AP,Sede de Uber en San Francisco California,El País Economía,El País Economía
12-04-2019,6,11-04-2019,19,Prisa completa la ampliación de capital con una demanda 20 veces superior,NA,NA,NA,EL PAÍS,La sede de PRISA en Tres Cantos (Madrid).,El País Economía,El País Economía
12-04-2019,6,12-04-2019,1,El Banco Mundial advierte que el objetivo de eliminar la extrema pobreza está en riesgo,Sandro Pozzi,Nueva York,6,NA,NA,El País Economía,El País Economía
12-04-2019,6,12-04-2019,1,El vino español fue el más exportado en 2018 pero con el precio más barato,Javier García Ropero,Madrid,10,NA,NA,El País Economía,El País Economía
12-04-2019,6,12-04-2019,3,China avanza a zancadas en la industria del turismo,Zigor Aldama,Shanghai,1,NA,NA,El País Economía,El País Economía
12-04-2019,6,12-04-2019,3,Benedicto XVI culpa al “colapso” causado por el Mayo del 68 de la pederastia en la Iglesia,Daniel Verdú,Roma,276,AP,Benedicto XVI en 2015.,Sociedad,Sociedad
12-04-2019,6,11-04-2019,22,Un colegio de Barcelona retira ‘Caperucita Roja’ ‘La Cenicienta’ y otros 200 cuentos por sexistas y tóxicos,Ivanna Vallespín,Barcelona,1014,NA,NA,Sociedad,Sociedad
12-04-2019,6,12-04-2019,3,Judith Butler a los hombres: “Denuncien los abusos”,Mar Centenera,Buenos Aires,6,NA,NA,Sociedad,Sociedad
12-04-2019,6,11-04-2019,15,‘Insecticidas humanos’ contra la malaria,Pablo Linde,Madrid,2,NA,NA,Sociedad,Sociedad
12-04-2019,6,11-04-2019,15,¿Quién merece el trono?,NA,NA,NA,NA,NA,Cultura,Cultura
12-04-2019,6,12-04-2019,1,Alejandro Sanz: “Los discursos extremistas no se pueden aplicar”,Luis Meyer,Madrid,12,Getty,Sanz en Madrid.,Cultura,Cultura
12-04-2019,6,12-04-2019,1,Los traumas de Audrey Hepburn le impidieron ser Ana Frank,Jacinto Antón,Barcelona,28,NA,NA,Cultura,Cultura
12-04-2019,6,12-04-2019,3,Olivier Assayas se ríe de la vanidad de las redes sociales,Gregorio Belinchón,Madrid,1,NA,NA,Cultura,Cultura
12-04-2019,6,11-04-2019,23,Seis arquitectos opinan sobre el nuevo Bernabéu: “Es una nave espacial del siglo pasado”,Ianko López,NA,108,NA,NA,Cultura,Cultura
12-04-2019,6,11-04-2019,23,La cocina escondida,Ignacio Medina,NA,NA,I.M.,Un recetario personal escrito a mano.,La memoria del sabor,La memoria del sabor
12-04-2019,6,12-04-2019,0,“Le diría a Bolsonaro que no robe ideas de mi película ‘Divino amor”,Andres Rodríguez,La Paz,NA,EFE,El director de cine brasileño Gabriel Mascaro.,En corto,En corto
12-04-2019,6,11-04-2019,21,Doncic el mejor novato europeo de la historia,Robert Álvarez,Barcelona,3,LM Otero AP,Doncic con Okogie en un Dallas-Minnesota.,Deportes,Deportes
12-04-2019,6,12-04-2019,2,Rahm comienza colíder en el Masters de Augusta,Juan Morenilla,Augusta,NA,GTRES,Rahm durante la primera jornada del Masters.,Deportes,Deportes
12-04-2019,6,12-04-2019,1,Piqué y el mejor paso atrás del Barça,Jordi Quixano,Mánchester,7,NA,NA,Deportes,Deportes
12-04-2019,6,12-04-2019,3,El América se erige como campeón indiscutible en México al ganar la Copa MX,D. Mancera,México,NA,NA,NA,Deportes,Deportes
12-04-2019,6,11-04-2019,21,El colombiano David Ospina afronta una racha negativa en Europa,NA,NA,NA,NA,NA,Deportes,Deportes
12-04-2019,6,12-04-2019,2,Sánchez busca fracturar a la derecha y movilizar a los suyos con el miedo a Vox,Carlos E. Cué,Dos Hermanas,288,A. RUESGA,Sánchez en Dos Hermanas (Sevilla).,ESPAÑA,ESPAÑA
12-04-2019,6,11-04-2019,23,El ‘caso Carrasco’ desata las críticas del Gobierno y la judicatura,Isabel Valdés,Madrid,462,NA,NA,ESPAÑA,ESPAÑA
12-04-2019,6,11-04-2019,23,Vox propone desmantelar el sistema público de pensiones,Miguel González,Madrid,1419,NA,NA,ESPAÑA,ESPAÑA
12-04-2019,6,11-04-2019,16,A 200 tuits por hora desde el sofá: quién está detrás de los perfiles políticos españoles más activos de Twitter,Borja Andrino,NA,30,NA,NA,ESPAÑA,ESPAÑA
12-04-2019,6,12-04-2019,3,La casa del Ratón Pérez está en un consultorio dental en Chile,Darinka Rodríguez,NA,NA,NA,NA,Verne,Verne
12-04-2019,6,12-04-2019,3,Las películas del universo cinematográfico de Marvel de peor a mejor,Héctor Llanos Martínez,NA,2,NA,NA,Verne,Verne
12-04-2019,6,11-04-2019,22,Esto cuesta contratar todos los servicios de series y películas en México,Darinka Rodríguez,NA,1,NA,NA,Verne,Verne
12-04-2019,6,12-04-2019,3,Israel se estrella en su intento de aterrizar sobre la Luna,Daniel Mediavilla,NA,143,NA,Imagen enviada por la sonda 'Beresheet',Ciencia y Tecnología,Ciencia y Tecnología
12-04-2019,6,12-04-2019,7,Miles de empleados de Amazon escuchan lo que le dices a Alexa,Isabel Rubio,NA,17,NA,NA,Ciencia y Tecnología,Ciencia y Tecnología
12-04-2019,6,11-04-2019,21,Una mujer estéril da a luz gracias a una técnica que usa el ADN de tres personas,Manuel Ansede,NA,5,NA,NA,Ciencia y Tecnología,Ciencia y Tecnología
12-04-2019,6,11-04-2019,22,Edificios que aguantan un ataque terrorista,Ferran Bono,Valencia,2,NA,NA,Ciencia y Tecnología,Ciencia y Tecnología
12-04-2019,6,12-04-2019,2,Deslumbrados en la cueva de los cien mamuts,Guillermo Altares,NA,7,Getty,Reproducción de las pinturas de Lascaux.,Estilo y Vida,Estilo y Vida
12-04-2019,6,12-04-2019,3,Lou Pearlman el inventor de los Backstreet Boys que acabó estafándoles,NA,NA,NA,NA,NA,Estilo y Vida,Estilo y Vida
12-04-2019,6,12-04-2019,1,Anna Wintour desvela por qué la gala del Met estará llena de estrellas de Hollywood,NA,NA,NA,NA,NA,Estilo y Vida,Estilo y Vida
12-04-2019,6,11-04-2019,16,Kim Kardashian estudia para ser abogada,NA,NA,NA,NA,NA,Estilo y Vida,Estilo y Vida
12-04-2019,6,11-04-2019,15,La estrella porno que está aguando el compromiso de Jennifer Lopez y Alex Rodriguez,NA,NA,NA,NA,NA,Estilo y Vida,Estilo y Vida
12-04-2019,6,12-04-2019,8,Movimiento Bauhaus: la revolución mundial del estilo sin estilo en el diseño,Alberto López,NA,NA,NA,NA,Estilo y Vida,Estilo y Vida
12-04-2019,6,12-04-2019,3,La justicia suiza anula por primera vez el resultado de un referéndum,NA,NA,NA,NA,NA,UN PAÍS DE BLOGS,UN PAÍS DE BLOGS
12-04-2019,6,12-04-2019,3,El cocinero con una estrella Michelin que se prepara para pedalear en el desierto de Marruecos,Nacho Sánchez,Málaga,NA,NA,NA,UN PAÍS DE BLOGS,UN PAÍS DE BLOGS
12-04-2019,6,12-04-2019,3,Un niño con autismo denuncia en una carta el ‘bullying’ de su profesor y el colegio le ignora,C. G.,Madrid,10,NA,NA,UN PAÍS DE BLOGS,UN PAÍS DE BLOGS
12-04-2019,6,11-04-2019,15,El lanzamiento de hacha que casi termina en desgracia,NA,NA,6,NA,NA,VÍDEOS Y FOTOS,VÍDEOS Y FOTOS
12-04-2019,6,12-04-2019,3,Una selección de las mejores fotografías de la jornada,NA,NA,NA,NA,NA,VÍDEOS Y FOTOS,VÍDEOS Y FOTOS
12-04-2019,6,11-04-2019,0,Manuel Vicent premio de periodismo del Club Internacional de Prensa,NA,NA,NA,NA,NA,DESDE EL PAÍS,DESDE EL PAÍS
12-04-2019,6,11-04-2019,3,El comandante… ¿se queda?,Carlos Dada,NA,74,NA,NA,DESDE EL PAÍS,DESDE EL PAÍS
12-04-2019,6,11-02-2019,17,Abierto el plazo de inscripción al Máster de Periodismo 2019-2021,NA,NA,NA,NA,NA,DESDE EL PAÍS,DESDE EL PAÍS
12-04-2019,6,10-04-2019,16,Tu propio coche eléctrico con tutoriales de Youtube,NA,NA,NA,NA,NA,ONE,ONE
12-04-2019,6,08-04-2019,16,En la élite de las carreras de drones,NA,NA,NA,NA,NA,ONE,ONE
12-04-2019,6,11-04-2019,16,El embajador de EE UU en Colombia reconoce que hay corresponsabilidad en aumento de cultivos de coca,NA,NA,NA,NA,NA,Entrevista W,Entrevista W
12-04-2019,6,10-04-2019,15,Un nuevo dragón emerge: ¿Cómo potenciar a las empresas de América Latina?,Leandro Hernández,Buenos Aires,3,NA,NA,TERMÓMETRO ECONÓMICO Y SOCIAL DE AMÉRICA,TERMÓMETRO ECONÓMICO Y SOCIAL DE AMÉRICA
12-04-2019,6,11-04-2019,16,Spaniard who helped wife to die could be tried in gender-violence court,Emilio de Benito,Madrid,4,NA,NA,EL PAÍS IN ENGLISH,EL PAÍS IN ENGLISH
12-04-2019,6,11-04-2019,16,“Autism is just a different operating system”,Pablo Ximénez de Sandoval,Los Angeles,3,NA,NA,EL PAÍS IN ENGLISH,EL PAÍS IN ENGLISH
12-04-2019,6,11-04-2019,16,Barcelona school removes “Little Red Riding Hood” for being sexist,Ivanna Vallespín,Barcelona,4,NA,NA,EL PAÍS IN ENGLISH,EL PAÍS IN ENGLISH
12-04-2019,6,12-04-2019,8,Los activistas atacados necesitan ayuda urgente,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,15,Aprender de sexo leyendo novelas clásicas por Amos Oz,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,15,Los 10 pueblos más bonitos de Castilla y León según los lectores de EL PAÍS,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,15,Violaine Huisman: retrato descarnado de una madre,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,15,‘Caso Julen’: la emoción al servicio del espectáculo,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,16,Rótolo de boniato espinacas y alcachofas,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,15,Dinero rivalidades y escándalos: por qué estos 12 actores fueron despedidos de sus series,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,16,Por qué España es el único país donde se siguen construyendo centros comerciales,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,16,La moraleja de la ‘influencer’ que abandonó a sus 95.000 seguidores,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,15,¿Problemas con tu jefe? Quizá tu madre te dejó llorar demasiado (o a él la suya),NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,15,Indivior: la farmacéutica acusada de provocar una epidemia de opiáceos colapsa en Bolsa,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,16,La presentadora que nadie esperaba ver en Supervivientes 2019,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,15,El nuevo vídeo por el que le pueden caer a McGregor 6 años de cárcel,NA,NA,NA,NA,NA,NA,Planeta Futuro
12-04-2019,6,11-04-2019,16,Estos juegos de PS4 pueden provocar “problemas críticos”: la lista completa,NA,NA,NA,NA,NA,NA,Planeta Futuro
09-04-2019,20,09-04-2019,18,“El discurso de Trump hace muy difícil la relación con Estados Unidos”,Javier Lafuente,México,233,Héctor Guerrero,El secretario de Relaciones Exteriores mexicano Marcelo Ebrard durante la entrevista con EL PAÍS.,NA,MARCELO EBRARD | SECRETARIO DE RELACIONES EXTERIORES DE MÉXICO
09-04-2019,20,09-04-2019,20,La ONU formará en derechos humanos a la Guardia Nacional de López Obrador,Elena Reina,México,11,CUARTOSCURO,Bachelet y López Obrador este martes.,NA,MARCELO EBRARD | SECRETARIO DE RELACIONES EXTERIORES DE MÉXICO
09-04-2019,20,09-04-2019,18,Un juez federal prohíbe que EE UU obligue a los migrantes centroamericanos a esperar en México,Pablo Ximénez de Sandoval,Los Ángeles,28,NA,NA,NA,MARCELO EBRARD | SECRETARIO DE RELACIONES EXTERIORES DE MÉXICO
09-04-2019,20,09-04-2019,21,Netanyahu y Gantz empatan en las elecciones en Israel según los sondeos,Juan Carlos Sanz,Jerusalén,16,EFE,Netanyahu en un colegio electoral de Jerusalén.,Destacados,
09-04-2019,20,09-04-2019,19,El FMI calcula que este año la hiperinflación venezolana llegará al 10.000.000%,Sandro Pozzi,Nueva York,26,AFP,Sede del FMI en Washington.,Destacados,
09-04-2019,20,09-04-2019,16,La Cámara colombiana rechaza la reforma de Duque al tribunal de paz,F. MANETTO,Bogotá,8,NA,El presidente colombiano Iván Duque.,Destacados,
09-04-2019,20,09-04-2019,22,Europa plantea una prórroga máxima de un año del Brexit para no importar el caos político de Londres,B. de Miguel,Bruselas/ Luxemburgo,22,EFE,El presidente del Consejo Europeo Donald Tusk.,Destacados,
09-04-2019,20,09-04-2019,20,Nueva York obliga a vacunar contra el sarampión en los distritos judíos de Brooklyn bajo amenaza de multa,S. P.,Nueva York,4,AP,Vacunas en un centro sanitario en Nueva York.,Destacados,
09-04-2019,20,09-04-2019,20,Paraguay manda a prisión a la militar que pidió permiso para amamantar a su bebé,Santi Carneri,Asunción,11,álbum familiar,La teniente Quinteros con su bebé.,Destacados,
09-04-2019,20,09-04-2019,21,Panamá ante su mayor reto: de polo financiero y comercial a polo de la innovación,Ignacio Fariza,Ciudad de Panamá,NA,Roberto Velarde.,El foro Panamá 500 años.,Destacados,
